puuid,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,region,league
Tvt4ZMjH3O_f7XzlTm0iCrV3pXVAgU5eiPYtKo1sUSllz3Myqp4LR-kmX_gkzBwNT7-ULB0uboNeuw,404,I,97,89,False,False,False,False,me1,grandmaster
yto8bY2BWoLSPgIlp9pDhLyjQdkYFILVpJjxkNMMdGvE_SM0d_c-Zk_A-27Dv4ewVptsOl6MnQU9SA,399,I,143,152,False,False,True,False,me1,grandmaster
89Wyj9LAPem6-7ChIxZRZ4xYCuBf-l2wqrHt81FscGg1Rqj2owIlQtXveUSkmwf21gBnsYbve9Wq4A,394,I,96,84,False,False,False,False,me1,grandmaster
1RwQm3qZm44Z55mXaZ5ZTCVvq0lbIJC6SrNJHi9EO-6IW2TVh4bz1lP-V2jle2fPx-OKKvRES5dobw,392,I,84,78,False,False,False,False,me1,grandmaster
ZV96Q-_SxnO5i2pPjGokJxCXzc-i2BDMcYDUQz-1R1pcefJTzkGTgzRqZt7_B7Tsjl4xN9o4UW0ZNg,387,I,132,98,False,False,False,True,me1,grandmaster
dgdykRk-v7QUPBrFQSm5kWdE9w5M2gh_8Ls-fwOIaiCOxelS5sBSaYPnGE6TxY3Xb1F0FtGcOIGSxw,386,I,176,176,True,False,False,False,me1,grandmaster
zwpANua-Ka55mOWikS7w7IppP10i6G5_pmji2HBuDMNq-0RG72q94VdcMANyk1APHfdqjicGAB6lyA,385,I,38,18,False,False,True,False,me1,grandmaster
y0jwav0qhq2bmqYaTF45Yb2AlP5sxKgaRXlD6o0aBvOXm7Q--mDl4b7PYVOfjaYDJZdHTbPp69eglQ,378,I,57,52,False,False,True,True,me1,grandmaster
3KwQfa0x62JexyTauOSOzgWbqzYBNFP0oAtFH_8yC-aDZzg46NWbjAlPO-lIcn7PhX5vXNouH9CcvA,376,I,46,41,False,False,False,False,me1,grandmaster
7T_otakXNv7uZ8cQJHA5_YmnGLrVmxn-tZiaODelNJ5zTIBxkqoTJKxkU9EXyNWIswIGz8mibkw17g,372,I,197,198,False,False,True,False,me1,grandmaster
lmxTfMqXbCZBSdIvuukZmLM8dnJC2uKq9ur0KhI9TFJlVI1GiflEd_eQwJTsnHlCC-5bxMHR-aSnbA,371,I,37,26,False,False,True,True,me1,grandmaster
kKInxAWxW-1-qImTSYoOo__7EN6yBCokJoIRD24Twgd5TMaa0GeWOQtKuZ2-1aieEYY5JggGCMfwzw,369,I,87,81,False,False,False,False,me1,grandmaster
pgQ5lVPyW6pBJzBs7KS28kSH893amcsCF0W0Vxee7KTewf3e1Orr09tcb3Bxz4Qj6_PMVqsZYi2Vzw,362,I,110,114,True,False,False,False,me1,grandmaster
ZOMprogZH5_uWY6mTClsHR42scWvgbSmTqtN04ygo4rTyowwdz9-1Rz15ugrpgbvODkIHUr_2dFT3A,359,I,76,53,False,False,False,False,me1,grandmaster
WeKJC29FwvPPDVNsliaEvDl33y7_ZharxXXGJxTQhn0Oq-XfLHWWyrWZTSYc9nzxE9yz4419oMgEIw,353,I,144,122,False,False,False,False,me1,grandmaster
DF1CVw1Sgz86ZZQltadDyGxjzLx7yjlB4OzTHj_9_XUa5OTtIjKPnJKTXiPLjxEHTOpnG7IoCfyj_w,351,I,46,37,False,False,False,False,me1,grandmaster
LwlyEGTtnGAwrqGWE1jBOzDrxRfQrAXcGCON6ar17amtUleE37tT7Auh3RThCsTJqfDPchklZxlRiQ,340,I,86,99,False,False,False,False,me1,grandmaster
CUD59K6jYXZAkMa63ComV-RFHqi-VgecQJVHVpaciLJjkgkUHir2jRodWmfuQGWAe_aX9jU52_8-bA,339,I,87,58,False,False,False,True,me1,grandmaster
B4RkvrVq0ncv-N-ZkTOAQIwZINeV6rTr9s8FMcf7FXC3jZE7DoCVQOVjMEFsKI67mQFLWNkr1hMy5g,339,I,58,63,False,False,False,False,me1,grandmaster
hSUYsgFifm1mJNQDcvfH2zo24Kvh-rJGHcUiQhKzZZD65oOvsm0psPU-GhQ_l88jjmeQtqAlBww6yw,338,I,45,44,False,False,True,False,me1,grandmaster
2KTFS6LozloufB7XMiTHmVpgs9AQpCgnxyGaCC1m1i5RV4cbjYRntFL6rZIV5n9Omkgim2UKdNNVhg,335,I,78,80,False,False,False,False,me1,grandmaster
KsyDNhfLJDyM7HemLO8quwV-OIFzjiChmgfyGtl8uyf9lfsPOOeyoPBsnogfX0v9YRkYtjs5vqFJQA,325,I,53,51,False,False,False,True,me1,grandmaster
BQYRUn8N9f9XNVXfosnvZxnmWeMGnUfA-ChHLfpRlTEmki8nP3lyiIXUtYy_zb84FY9cHkdlo9xaLA,319,I,124,119,False,False,False,True,me1,grandmaster
_JjGRCMH4aCY2fJjKdz79ox9uCMQsq1jNM1z6Mb7awPK2UO9ClYGmiGlRcgDk755UEQV_8_CzGFqYg,318,I,89,77,False,False,False,False,me1,grandmaster
EltH1qnjlXluSXRF4QtKYiYoyENZLYznzKRIQiG2V3fYscZqvcLgxCskPYdXEp2rkEzStce7b8tHMg,315,I,41,40,False,False,True,False,me1,grandmaster
pqSuntOqnpaiO4Xmvs7WYJ-4HAVd1oKPc82gYa0heIsHXoN6CkS96FKt23lnH3MBS_yNxXXa7hGGKw,314,I,129,125,False,False,True,False,me1,grandmaster
l6R0V7f7ZliQEV47-PA4lU00TTaDA3c1c-P_LZnY9z3k3r5_EjSkGMO5YTB01OKHkS5ecNf1z0xvVw,311,I,42,31,False,False,True,False,me1,grandmaster
TvYizeOtkF7sDWQ_TwzpsywEjFkyW8LUnPPcCfmUX3jqIj4hNMBSAniWtuCnz0XUVNNRwTIjTzTvhg,311,I,42,39,False,False,True,False,me1,grandmaster
KTaWmtmOsy7PK2j6oS0YGBx21jciYYLclq0w7Tw4aMLH67i79vCsi3KhJhKBKmOJoXbVkSxJktb8tQ,308,I,166,152,False,False,True,False,me1,grandmaster
Z-QcwiqtX-5IpDEDz4zz91sIhF_lgUrIXRn6uFuFxKE6R7fKeWP23sKAme33cgraVeRAyxYUST_CqQ,308,I,120,123,True,False,False,False,me1,grandmaster
8QqCEhujXEK9BgYHrTAg9RLFzOg6kRx1c_gLBjdFkBll_1iigU0yBAJe1ugNdYgriFEogHoUM9in0g,307,I,73,50,False,False,True,True,me1,grandmaster
NahcsL2dnbwYvbkD46aeZi9Yt5i28fru2gJ0vYlLTB8DNfNExkvTICFb6ql6Vi6Xx4fuVn1qN8HgJw,303,I,123,70,False,False,False,False,me1,grandmaster
SnQcxMmSJfkeuBEbBjsrXCGmT1zUMqUqgBunCOxWeV1FBxb5nMv8xi97Xr0rViJl_a1r9itiCrDgBQ,298,I,151,123,False,False,False,False,me1,grandmaster
pggOVEDIJa0W5b7vBlXGFe5IyW0UnvzM5L-O89cKYoCdUQMf5UHVem8eYCmtNzvCpJ2f5YkxbzoYXw,298,I,129,86,False,False,True,False,me1,grandmaster
3dk-IFFpR32J3s6ATEE7RM63zQOdKFefZD3kzsJ7FObIvT1FfkGlKbh8isePtnJCEQo4_KYt7YCsCA,293,I,149,119,False,False,True,False,me1,grandmaster
spsOsIz2GS3CzQqz6h17xcPaCc9vQVH257Q6vwAtCJjxWzpkk3uW7DOEQMpA_7TH_evSapqEGpgBWQ,286,I,54,48,False,False,True,True,me1,grandmaster
trUaCgueFdqqrBW3szebd743KePxwRqpVv5z7JJW85QHnFr-PWiaJfy97KI4YBbGjKjvgdJCu204Iw,280,I,88,89,True,False,False,False,me1,grandmaster
D-nXBjNPhp3PyzyZRPiKLs_a04QIhVWK-xutxHM8EbIg7KO6RtDGQBuUScjoaI-H_zgE8XLdQOks9Q,278,I,109,72,False,False,False,False,me1,grandmaster
yp53yPPGOMDtXKmLdnjZvVsU-o8grWYxCTFpWrbekcig0oZ-QsoWqPiJsg6y0_GEhdP5KXZ0Wq0Few,272,I,55,34,False,False,True,True,me1,grandmaster
IIXtwDvZUioPqwocc-1PXxgQmES5pY9ncVpBYTtqCH2Xx94ersgS9kVtb7yYiVM8J5NJ3eDuGDA6uA,269,I,36,25,False,False,False,False,me1,grandmaster
lOwADQQLplR73yT7RjDKhpYU9_qWVwM30h0Z8MJzyQjHvD2WEbJ0ZQhPxy4Hl5y_xXul7cu-OvZZ-g,268,I,33,21,False,False,False,False,me1,grandmaster
szQSUwK1YqXgfpN2ouotfnS0RNTEMpq75TPAZ_PuRqc62COtMM_48_iCv94nuy2xAB7kzT_OQenDnQ,265,I,40,25,False,False,False,False,me1,grandmaster
tWFAj6MCb4bEIY6h3jI7mRQ5CnS8wEp_GAPImqYfTSMLNWvxgb4Kwev2UDqKEIgvSscOHXpSdVfNjg,264,I,68,74,False,False,False,False,me1,grandmaster
ufqFLJScOD-joZaINN2f2hWAedGBcPf8crNyhprhg7CNTuEhVim8xWqjx2rd_hoH1f0gg9e2jyiZkw,263,I,197,175,False,False,True,False,me1,grandmaster
yrcZ_JzX_iMKXyqyJR0FJ3oCZZq_Sxf_-GIXOQlgf8b8fUBT1upi8GnIYGB1DxqV-RxeYWvGJOUjpw,261,I,42,32,False,False,True,False,me1,grandmaster
pSthtpaxBoB6kbuI6429Y9TUcDCW4VB2xkqGtoi0NIkzDNnEBxFIACQboDParN4tVOQSUpm0SA1C_g,258,I,151,113,False,False,True,False,me1,grandmaster
m_R-0KvLOJCQTqT7Y3Qwu2LQBVL6JGPg5btvHtGzyqd_dKDIul9Z85C8dPzQ94f08CyKkyyLAibiXA,255,I,57,36,False,False,True,False,me1,grandmaster
T9unmayJBO-f1CiBpuI3TeRCw-xb5wZnHABTa0YN_9Pg7m-KZ1FnkFs2yGz4dK-8JXEoFKqZzLEqbg,252,I,187,197,True,False,False,False,me1,grandmaster
TxWlhyM8Z7aKcTMuYGKn3OvCXU4mFwU8wfgNHveTASlbnecj0uIDuezYCiumWxL1i1TyMcWNPsVqkA,251,I,161,168,False,False,True,False,me1,grandmaster
8GumcJlgRedWTNdfnJd6W4sl4Y07p2UEmM8DZaRcXo5eZ63j3tVetLpIaA4990ClvhA8Q6V8xg2E5Q,251,I,65,49,False,False,False,False,me1,grandmaster
jGggGu-fPByzKZbdVbZMq-133Xc-CyNkNyx56flaK508mkNuT5xrYdeje6dSeJUXZpQfN4AqI8Wxdg,250,I,161,150,False,False,False,False,me1,grandmaster
gjEuShhSbst9ElUD0Dr5P4uOD8ju-Fs_xFwKNIgCWCL21U4786oeLqvSe7wElHVIFNm-J1V80fzQcQ,222,I,161,156,False,False,True,False,me1,grandmaster
hxKuTSOZr2oz_4BR7LGpEMiefIytuke0zvKfD_eA49agwP2Yj2rEnwoOybZP-II-ZLso3BinFaJdGQ,214,I,230,222,False,False,True,False,me1,grandmaster
_oeWM4D6Fiff1pOGo8UrhkXD7TNr57EPoSuhxO8mU3MYsMdYGBlubjBdc01W7zEdEM9WUYZcGNb8_g,1437,I,256,166,True,False,False,False,oc1,challenger
zZGKa82L7or2S5H42-dB_EKgU7GqatXVaShSXL37f4pASEvBTLBniE6nk-oYFW-BPRoB5ssviHTfhA,1434,I,83,38,False,False,False,False,oc1,challenger
Z8noMtB_xnNwzbSItofSdl6AWS-dqy9f1uDfv1CqD4coWMRb2v9q-mVagFsC60I2AulUDpxI__rotg,1339,I,114,65,False,False,False,False,oc1,challenger
e33qY3vD6rqpvtHhI6TiOtEPQw_0DEedWsQjoIY-Z-is65k3mrz50dVZB22XDJSsrCwmhgonnTj2oQ,1306,I,221,163,True,False,False,True,oc1,challenger
LpL9tNi5Flr6KBPQ6qCqk1MKev-1f_POo5HoA58fdLqCOi8AtxyRs9CELAH87LcKSjNxH512H50EzQ,1248,I,95,41,False,False,False,False,oc1,challenger
eMMoFvuuyVOJh6arGR2i511aunSfQzJSZg1YMyMMWuDoP4fnBea5RoLXNk7Vdw8ECZrnhTfgHupbaQ,1210,I,139,96,True,False,False,True,oc1,challenger
A7_2MFuZNuP2SKzwn5l4Y6iom5WBZQi4aw4zkyeTSgY7nKyUgSk5AXZBglYp7-lCZcRIYxgBgNXfQA,1154,I,80,44,False,False,False,True,oc1,challenger
iyc0mIzu1KQm--dcpHk66E7r_opCPrRRPur5UlranG9xgX76v6nY-PEWlUZqWUtQ643jU48_ZWfB2g,1109,I,106,76,True,False,False,False,oc1,challenger
jpO46DYAw9f8jDWpEFbvO4Vacbpe-9_1JidxfC09CjISMbhz8WshA88fF-kHPpXHkz3rWlD-NR0qdw,1091,I,134,82,True,False,False,False,oc1,challenger
wwsmXn7MuMzsZWWM8FxyRevIbl5EXihNEnBnJsDNjtS0f5J_0CA6MwkyH_2HOdVWxf0FfP3uM5uXcg,1084,I,160,142,False,False,False,False,oc1,challenger
Al6Fz1px0gUJgCt5KCLRWAL6KHee9o_9En_ltr4rNpqmS3XB6fdYOjwLEbVfWQU4RQOepjG69zV7_g,1059,I,104,80,False,False,False,False,oc1,challenger
5eg8co7NZE2AtUHPRfmTv7JkQVpzxDAEYkZp53WV3DlEpPYK_LqZ-TLuch2KwGu_fTd9Kswra--G6w,1033,I,120,71,True,False,False,False,oc1,challenger
_sbrWJDZ5_c8TcwT1hedUh-LF3_UvcSa7IT853fS_waM3Wj-5_JWFiwJt-3c_6SjysjsQyajTkBMmg,1001,I,107,66,False,False,False,True,oc1,challenger
PljYBei40u_h4sI4nzSvDp6asG79tGrTEAxkJfHLh4gh0BGzciww6_BGmyasoeewc23gWfTelxvFag,993,I,80,45,False,False,False,True,oc1,challenger
x9k-JPqygKfzxfo4B80fxQNkv4mWSb7wUvn9hpk54BZLEZtCw9gXLNrxAsyDBk4N3nu20Dx6kWXxcw,970,I,182,172,False,False,False,False,oc1,challenger
aoqAJEPflsN3cb_W01iuKVGX0Xt4rDZn_rJp03GYdcIQlw9md1MpyrFwGc1-XM8FuGOVPuncjb56pA,949,I,81,59,False,False,False,False,oc1,challenger
Wfkd1jebUdVcAV2Pr4KijnvO0jXKI6QnJQz6YfUuYobh0n5yqQPeU5SzDdLSusHSrcN-DeFej-0r1g,928,I,135,99,False,False,False,True,oc1,challenger
0RmRTnhmFuJhDIxYWQHUFvchzfOtrP1__80aVorMAr-sz1vnUwoj5ZVF871E_CrNd6iE_zNfUH9_Ww,926,I,75,49,False,False,False,False,oc1,challenger
vYEIgtgIuCM-Et1mMrKp724KYLEOIFUfJYMNWOoqxEQwY17AEsKWhOobioQRBrH2JXCyQY9FcWRpWg,925,I,95,54,False,False,False,True,oc1,challenger
J1Um0TUMMNzzYZxaZyrw1OMyMGTogFA2xP77gGGZY0O-BYS8CiG8CC6UaBclHBGPpKvk2Irz_ZYnNw,914,I,138,112,True,False,False,False,oc1,challenger
mowL7QGFFbG6obrAOc3BY_N0mOVtBgoLy3WmHPMDu_u6SowQwwiZqFcUKqkJsEgm5yVSF51LP4pr5w,913,I,102,73,False,False,False,False,oc1,challenger
xHr2g-zRdi3lbPwbLAqWp30-GKZYkMJtBARLsjM31XkXHrk1R3PpQa9ZcZZklRbHli9ZkNTNRrXRgg,912,I,139,125,False,False,False,False,oc1,challenger
MaTcsIgnSM_05Kxl3Qq0CT0bV2VcSurbcEO_dIDOy8mfJtQk7KeBVjs-_CGp-4QILKayldjsCdZMsw,904,I,206,179,True,False,False,True,oc1,challenger
jyNpWuWvurrFEmJzEYtxFw3FHGS1lpYB2wQ1XQTRzEUtRwTKX-RLcDaj3O7S4USseFBamrqUIoiamA,904,I,124,97,False,False,False,False,oc1,challenger
exUgnCalmEZhL4izMvmrXH4VP2saNvZdm9QtjtubJUuI4pu_yoXHY8acWYaKzw44HRg7buPKRWXw0g,894,I,133,115,False,False,True,False,oc1,challenger
TMrXMFo9Fw-fSM4CAD6NODcDRhqMeKyrRO8AMyEJjSP07FAOtUAbcyAtThHH88CLKAryLUdNgbJoaQ,891,I,212,159,False,False,True,False,oc1,challenger
zhtFLCFEwcQNjyO8sz_FbWauHwWkutg_oNiL1LszLwpSD0d-VKM_zkKv2ywvDXcZZYLAWlgHK1JoFg,889,I,244,183,False,False,True,False,oc1,challenger
JYhu_lDA_E46OE2Sx6usH1yFVM4kcZVumsWuaC7nk0a-HyNHDjlvwX_8-TvhMCe5HnB54OwG6E9uwA,871,I,137,115,False,False,False,True,oc1,challenger
R34nboOzid0MlIfzQxoMhirFCX-Af5lILYy79HbDp65UdFnaWCtrxykhGn_RA5qvPMvo3J3zd_8naQ,866,I,105,73,False,False,False,True,oc1,challenger
WQJi8NRthIIfREUfRdkUTkx0_0U6vO0baqkziATCYK8fh-HZU0gEe-K3N9By5ocRT-sei2Uk5vYhaw,864,I,68,30,False,False,False,False,oc1,challenger
bKm5o--wUOblZoZo5RPoBf-hkdy7MMN_7XY_xMyzOJcXPvXXivD4ezuUAvDCO7CuZ6zQNqVEfGvQqw,843,I,70,46,False,False,False,False,oc1,challenger
AGZ9RHdT6ifG7VW9iCMfZ64NF-E2mxFXX4VzOLRAk4WErOfD7tF7BvnZ40jNbVDCnkrlMbhIubVvDA,841,I,113,82,False,False,False,False,oc1,challenger
f-MFBXQx9_wLeZENChrBuoGjaxLq1gcJeoFpXbcyTofu4fbXlYdYznUQD9aX4cRb-d6FkgSuwk4ANw,836,I,147,125,False,False,False,False,oc1,challenger
2FB5fg90rDUvO8GA_CEqOzLcwOJEEpUHXY6-EqQo50-ibgCf381WFYWZs9cowwFFkcWQOvtqIWibvA,829,I,140,114,False,False,False,True,oc1,challenger
-iuHYBsRy-sfgUW-uX8p_BQq9qGyu3skbg3VbuFNeoVk1F3xLCc7NS22P6edY0HrzuavDohlEvyhow,827,I,157,133,False,False,False,False,oc1,challenger
J8YAeI2Y7AT1KyHYLyLLj5y2tejtMka6uMkPpIfC6fxKUcSrlP1LEMkkB9EOtjeExwWwL3h3lZ3WjQ,819,I,81,47,False,False,True,True,oc1,challenger
2Dw-adjMf9iG_p0qp_fxa7el6ndEcE6zMiuoxxjsPndfDQvO5QTk99oEOY8MB_QZyrAHqiYmCm60CA,816,I,105,77,False,False,False,False,oc1,challenger
UhwbD-PeYwId3a1Vgs1qUWmDWeTkTNr0z_-0D5RSVUAKuWCdUqTveCyHX1pjgclk7jSl5bUcK5-Qkg,813,I,86,54,False,False,False,False,oc1,challenger
GCIP2w699anDfF-H7Veo41TAbnjKXm3FvEsFnior-O6pEOVyyJUlgLfMBbEKoa6ZxKUnm7_nC4FJ_A,810,I,93,77,False,False,False,False,oc1,challenger
V9e8Nl9V1lQbpa-A-rlLWCLxK_kJdSAZnbo5vkIjUEaYl5ZOndhdjCU57WmVKKXyZ7GRdQJDzjanLQ,810,I,80,50,False,False,True,False,oc1,challenger
d49baIKtMrmApxbikGkQQBNhY8jSFf2aWEk_kphk7SsoMDwf62YuddzmK-6xYnqR4lIBedeDLEm5gQ,803,I,110,88,False,False,True,False,oc1,challenger
cBfAoVG54PICP4TKgOmqnhcLRe-Ck7MB3Rc-EIAjfSRMt2SR5W4HBUbKTdSG8vMYgcFNrQZzAASg-A,802,I,105,81,False,False,True,True,oc1,challenger
7boYjsEwTpwneFvi1RmqF9OzTFVPoQeW26r3F15E4tjLrhzQsnrhldAtkBa7i_2wYoK0Gnzq7LUDXw,799,I,67,33,False,False,True,True,oc1,challenger
FvoE4uJxOK9vJu-_92fteHz2aEg3ImTiLHWXpxBuVK8xL55Jf5U02JxKaxBU5ZY_6xfdfoWmw4VqTA,798,I,65,37,False,False,True,True,oc1,challenger
QU_TPrmhvDpocc4ShMmMkksbRtK344BV-IWbgItqOukcMhu-dEMWOeTbTJOxYUZ4sIwqUSwh8faeMA,797,I,101,58,False,False,False,True,oc1,challenger
7PotdIOsFOorG4tWZXK1uoYop_1WAegwfxZwcLCSrWhYVEh21c5N2N781BRByQ0sKYvk6AB3qwanLw,796,I,111,85,False,False,True,False,oc1,challenger
9mnsD-l1LQW1B047rdFf6G3KB85A7nioVPrkMkC1NNnZhnPI_eZmxg9Fgu-5lIReUp3y8xahmo6ctg,795,I,118,97,False,False,True,False,oc1,challenger
7ZCJusx5E2nHuAhm2V83xDehham1h9gOtYPOnAfOO5CSjO0MIIcrQHlnaA58TY73N9z5wVUc3Yy6hw,795,I,88,52,False,False,True,True,oc1,challenger
NiXo3vapvEIaVy5gWMDlSpIXrjbSGxUR16cg4BwTDPsis58VqWnnTFcv_zBrqL9_EABZCWxFdOqzCw,792,I,79,38,False,False,False,True,oc1,challenger
iJdSblNOgGpOYVBYJVmRdUtXSi_RglqYkRQXbO-LqRvYgz9QZ2u-lxooUTT1mpu-QX0JxVtutsYHLQ,784,I,92,63,False,False,True,True,oc1,challenger
zCT0VqxHOwqTaThNukfQP2nK3lUBBqvV3R_-Y4FL8uPHIHuOlVbZngIKDvtebohBXfmbjFaF-Ur8Pg,792,I,140,114,False,False,False,False,oc1,grandmaster
mNEwoyosGUBodcpYLWJnx1ZHQpe77mBDPq15eelWznsES1OP2-iHSZr77xuoWlDicSkj2xW8k2bxzA,783,I,77,60,False,False,True,False,oc1,grandmaster
BMLX3e9XzcdhHAtSa1x4Pi1cvZloLcUJB_hjmpGdCbRrdKmjgJxxlT0COfrXRch5yduyex74uwMS3A,782,I,104,80,False,False,True,False,oc1,grandmaster
r9DLSCBejzDO9qs5x54xCO0qbBkD5pfZC6OdMSL6bIdBljNbKVC8PIiNSFhNp0p7BXYIKAunJOLWiA,781,I,188,162,False,False,True,False,oc1,grandmaster
hI6v9kQcUHF8q6JTLtd1IbRlWb9GN4xGCSxc4LVeZYTP0djD1h3brdYcCGcwRqW323jNRnK5SFk5SQ,776,I,134,80,False,False,True,False,oc1,grandmaster
Qmq9GhXAcZe7bPz6xdq2242omihnsspdja62txhZQdw-ijx1q68K2vQly8K_f6O6rgRMoEIVo8Gl9w,757,I,76,47,False,False,True,False,oc1,grandmaster
S4kvfa6j9oA-1Urqow_aTSQTEFvMhE4C4ViPByQdRyEmUGN17ioRQIDQ5ZoPtXXVV831K9QKZ7eKiw,745,I,173,155,False,False,True,False,oc1,grandmaster
Il2uhAqN_ojn-LkIIzulWeteCQrp9gnJYx0PLQyPWmugrYS33x84sJxq-dwxSS6IZPMVGHuEPL1L-A,737,I,121,92,True,False,False,False,oc1,grandmaster
PQavFYRwddu4OMdim-bp387rG1nTBDHc_qlUqj5h5Jue_5O5UONC1Vr1iYPDrmXUqoaMluZcgKRQHA,730,I,91,76,False,False,False,True,oc1,grandmaster
qel2Uf66RgIABV3CFiMhGZM8Jt2DHUX1Elrx_dIOOyPd2S51GME6l5WO-wXA9UdzG5FDz11KtY7pvg,725,I,133,77,False,False,False,False,oc1,grandmaster
ufq3Wz7ehZ2WPVlzG2YNU17Ug7yh0MN0KtFv5fr4Q_-MSkQ-jl_Tsp_-VcixQEXvfA1y0kYFEH7Row,704,I,71,46,False,False,False,False,oc1,grandmaster
AyYgUX8ZMKLV53xhOcYq1SeU0cVssKpqDSzvRGSGJAZha2qFdijPiKBw4xhSyMOy7lduN6LdvUkbfw,700,I,61,46,False,False,False,False,oc1,grandmaster
z33B7bcvpXtxmHlzqr6I7Y_fFh99wIqjVJytIU2_K33mV4Z0auAth21yqog9NM1wjuvFKrSttaLRZA,696,I,255,238,False,False,True,False,oc1,grandmaster
BGtZ_glph6jHxEK8E-p9YSg0UQOnvqxQco2kZPk4_gXvi9slms4GAuR1xX0Ua_1SrwFNS7FCkdA8Ww,687,I,65,47,False,False,False,False,oc1,grandmaster
Gj9zPKKa7W5BSfVg9X20IWGlKrqETQ_ufFEFb-1uA8zBsNOK69a_7BV1hcpPTJrAaNbqaVHRVVYpEA,683,I,116,94,False,False,False,False,oc1,grandmaster
9fTJgKjwX6F4f8EIG1CQn40MZEMem7R3cMaBiGTUa67hUxU6-3TeCicGH9UyL4LcRihInPGXYkE0gg,678,I,175,165,True,False,False,False,oc1,grandmaster
9XF1OsjtawejyZnYjt0RHg1qB4JtnRH66UhFwZEzSDnqzEI7ypFk6jzY0J9Du9PTsXfgUYtCoSYfKw,674,I,98,85,False,False,False,True,oc1,grandmaster
1NAp9L3ok0chIBTkGUg51iaAFGMwvO22Ha-rYJMVnbAadjOhkIXOcMUp5JOoOscTBaQzd5pYA-yhDg,673,I,212,199,True,False,False,False,oc1,grandmaster
q8Y-DuByfrLkqun49yUAFnaku1_dDOef4WpmNxp5lgbeCo6G2xfu7QoCs-WhJ64N_7FBo3OyaOca4w,673,I,145,140,False,False,True,False,oc1,grandmaster
ewU7l2Zt8aN5CQ0-klBHVMWUqkFoDvOnPkgcNdsu_sZSF0mypCDUVKAy2NPsH1ZdIpcGPhtr1I7rLA,673,I,92,75,False,False,False,False,oc1,grandmaster
eekY6F_ijShJ2jTAwnomvz6cb5uN6rjSVW9-qzX6h4ovkGA2ZapxlDK2KKY55dkaI0oKfBAjWzxTRA,670,I,62,37,False,False,False,False,oc1,grandmaster
C4PgOJf9LGHsLkppgyrjlq5f5jk7K8yEMlDI6u1xAsfZu6dPfwSY3q4Z9dV6SvtTy8uZxgkyEMnfmQ,668,I,305,289,False,False,True,False,oc1,grandmaster
SgQQmHbWCTlHitQpo1LxAu3ctJpr7m8o8w6P7aCkGo_iSJRWSGgWr-ydtf3gSnjtPSaK7elnXC9_2g,660,I,93,57,False,False,True,False,oc1,grandmaster
loaJvgZbFD7_uCrjODxCzPQUXLAUNp2KH84u0OR7j_lqOZxjm60mbqHgaW663APvCD2ORJO4CRAaxw,656,I,195,174,False,False,True,False,oc1,grandmaster
0tuRVV92_q3vSVmYKFqNv4zxVhzFGKj0mRZCovsEA8GBRqeP7fXqtpU3AXr2uKEESHJM5uuibHWahw,655,I,101,81,False,False,False,False,oc1,grandmaster
GsrV66qGNVWi6cGh6PnuJM3qBlTC_eEL6mZSJ-yBXdk1sfdr-E55RtJ9ery8sRsJWX2AHmZRI4rG-g,654,I,93,76,False,False,True,False,oc1,grandmaster
hMB6vNsHORQts2X85AClssHb9OA8J1EJ1DmFwjz7WqMB3M55WpP8_m7WlQRut7lcRQhsUttyqryGqg,652,I,59,33,False,False,False,False,oc1,grandmaster
uo1ulzg2hfekxQAuMeW9K3IlBGf-OS3y4qvtGick6HUzbGDCUMnOpThHbwI0YlNL3P3OH_yKfbSVZA,650,I,42,15,False,False,False,True,oc1,grandmaster
jVVEyvQ9wGjckiRajDtZq_QqJ_dKO9qmZu1wcMRDn2EuRtv6EajuVie4WgVcIPlw97TaLkvF_nv2bA,647,I,92,73,False,False,False,False,oc1,grandmaster
4fZmDcyXjqWZNz_LRRiZnXBQ89JgjoD36eEkxBUrTekJ3Vkx_I-P6qA1gYxGCdmy-EkfLzs4C_6PNA,647,I,65,48,False,False,False,False,oc1,grandmaster
WNISwCC9twAB3s2OBaam1d-S4nLuk_4vd2Q7jVspZ3sO2kT3Anuq8dDH2uiNtRpgmqIT_Zcqv6rwnA,645,I,105,83,False,False,False,False,oc1,grandmaster
lRJ-fwyQ8irzem6orNHd1J8EnGrPdT6DYEhmkATmyvIzAN9ZzGOIP73Kcbw_ZUaobPIbTB_BA1IZlA,638,I,130,117,False,False,False,False,oc1,grandmaster
O---t2mtXg4-SpbCFZZc1Pt1-dZeksoEYT2EWYr_Swe2Sby1jeBi9BLONoQdXQSYoQPfaHnwDeVFmg,635,I,125,111,False,False,False,True,oc1,grandmaster
6SByPLklyznqB87NppAVIDrgx4npXkq3T2O26Z8v2c-ouF1QzZt87RzO07e5CTZAT1C3uYTv3mM8UQ,630,I,121,79,False,False,False,False,oc1,grandmaster
YvvNdzWnnovcrW1pyXAWNfGR9-o_3fUzLo2diA7TxlEZudJaQXM-Sr0ZENe7eC9P9S2yqW05f7Dk8A,629,I,149,126,False,False,False,False,oc1,grandmaster
SukuzKXmzOKtIAZBFJrYhqxWOnLV83HYcNun0sb5GpotheXDPOw0KdIgN5cQWWGJ7sJFd1ZBlR0e4w,629,I,116,83,False,False,False,False,oc1,grandmaster
